video_url,prompt
https://static.higgsfield.ai/3bb33e88-b357-43b4-8451-2070b635e729.mp4,"A young woman with a pensive expression gazes out of the car window at night, her face softly illuminated by passing neon lights. Reflected in the glass, her distant eyes mirror the blur of the cityscape, where glowing signs and streaks of red and blue create a dreamy, melancholic atmosphere. The car moves steadily through the quiet streets, the soft hum of the engine blending with the distant sounds of nightlife, capturing a fleeting moment of introspection and solitude."
https://static.higgsfield.ai/3a87df55-b7a6-4e92-9953-f511a8b29fec.mp4,"A black-and-white close-up shot of the front headlight of a vintage car, covered in raindrops, parked in an industrial setting. The wet pavement reflects the overcast sky, adding depth and texture to the image. The car’s sleek chrome details contrast with the rough surroundings, evoking a nostalgic, cinematic mood. The shallow depth of field emphasizes the headlight, while the blurred background of warehouses and parked cars adds a sense of timelessness and quiet solitude."
https://static.higgsfield.ai/d0678d84-a410-43a7-9be6-f78d1b7fd675.mp4,"A high-fashion man sits in the backseat of a classic yellow taxi in the heart of Tokyo, rapping with confident energy. Neon lights from the bustling city blur and reflect across the tinted window, casting vibrant streaks of blue, red, and pink over his face and leather jacket. He wears dark sunglasses, diamond jewelry, and a luxury watch, exuding charisma and urban swagger. His hand gestures are expressive, captured mid-motion as he performs, locked into the rhythm. The background buzzes with city life — glowing signs, passing cars, and the surreal beauty of a neon-drenched night. The shallow depth of field and cinematic framing give the image a stylish music video feel, blending Tokyo street culture with modern hip-hop elegance."
https://static.higgsfield.ai/de83f422-d009-43ab-a39e-efefd3a4c7b8.mp4,"A red vintage car cruises along a rural road at sunset, its rear window framing two individuals engaged in quiet conversation. The warm hues of the setting sun reflect on the car’s glossy surface, blending with the soft pastels of the sky. The surrounding landscape, lined with tall trees and open fields, stretches into the horizon, evoking a nostalgic and cinematic atmosphere. The subtle movement of the vehicle and the tranquil ambiance of the countryside suggest a journey filled with contemplation and an unspoken bond between the passengers."
https://static.higgsfield.ai/d690c957-0124-4da1-9565-b2ff3e26bb96.mp4,"A sleek neon-green sports car begins to exit a dimly lit garage, the large industrial door slowly lifting open. Overhead fluorescent lights cast sharp, clean reflections along the glossy hood as the car rolls forward. A stylish woman in oversized sunglasses and a white jacket sits confidently behind the wheel, her expression calm and composed. As the car passes the garage threshold, the environment dramatically shifts—now she’s in the vibrant heart of a bustling metropolis at night. Skyscrapers, glowing billboards, and neon signs reflect on the car’s surface, blending the transition from the quiet garage to the electric city. Style: Cinematic, neon lighting, futuristic to urban transition Mood: Cool, powerful, fashion-forward, seamless transformation Camera angle: Low front-facing, centered Details: Smooth transition in environment, strong contrast between dim garage and vivid city lights, reflections dancing across the windshield and hood, cyberpunk edge"
https://static.higgsfield.ai/c979344c-7511-49ed-abc4-fdf7c3989ed5.mp4,"A group of men rides through the city at night in a sleek car, lit by neon reflections and streetlights. The stylish driver, wearing dark sunglasses, keeps his cool as he grips the wheel, cruising with confidence. In the back seat, the man on the right stares directly at the camera, breaking the fourth wall with an intense gaze. All of them subtly nod their heads in sync to the beat of a heavy hip-hop track, creating a hypnotic, rhythmic motion. Each passenger is dressed in a unique outfit—from regal robes to fur-lined hoods—adding surreal contrast and character to the cinematic vibe. Style: Hip-hop music video, modern street fashion meets fantasy Camera angle: Side view, medium close-up through the passenger window Mood: Confident, stylish, surreal Lighting: Flash-lit interior, glowing city blur outside Atmosphere: Nighttime cruise, synchronized energy, cool under pressure"
https://static.higgsfield.ai/24d5487e-affb-40e2-b59b-ff180f59ccf4.mp4,"a man is riding in the back seat of a car, rapping and looking around, movement and emotion, enhancing the dynamic tension of the scene. grainy texture add to the visceral, documentary-like feel, making the image feel both cinematic and deeply personal"
https://static.higgsfield.ai/36919198-e418-4c03-b559-1c7b3c0de514.mp4,"A black-and-white shot of a man energetically gripping the wheel of an old, rugged car, his mouth open mid-shout, conveying urgency and excitement. He wears a baseball cap and hoodie, adding to his raw, streetwise aesthetic. The cracked window and worn-down interior emphasize a gritty, real-world setting. In the background, slightly out of focus, passengers fill the back seat, their blurred figures hinting at movement and emotion, enhancing the dynamic tension of the scene. The high-contrast lighting and grainy texture add to the visceral, documentary-like feel, making the image feel both cinematic and deeply persona"
https://static.higgsfield.ai/af8f4960-1825-46af-9efe-554aebea223e.mp4,"a car is driving through the city, there are two men in the back seat, the man by the window is smoking cigarettes, the man on the right is drinking soda from a can"
https://static.higgsfield.ai/c3ba19b8-b113-4fc2-8290-08c40beebf5e.mp4,Green car drives very fast through tunnel.
