video_url,prompt
https://static.higgsfield.ai/e7da29e1-8ebc-461e-b934-85cd5df6ee93.mp4,"Woman start looking at the phone, quickly types on it while walking on the busy streets of New York. City lights periodically illuminate her face."
https://static.higgsfield.ai/6e185c69-ced2-4b91-b8f2-9ceab8d1a34a.mp4,"A stylish man walks alone in the heart of Las Vegas at night, surrounded by neon lights and a hazy glow. He looks around, confused and slightly disoriented, one hand resting on his head as if trying to remember something. His expression reveals a mix of exhaustion and intoxication, his steps uneven. The vibrant red and yellow lighting from nearby signs and street lamps casts dramatic shadows across his face and suit. The atmosphere feels cinematic and dreamlike, capturing the surreal buzz of a city that never sleeps. Style: Neon noir, cinematic street photography Mood: Disoriented, hazy, lost-in-the-moment Lighting: Intense red and yellow neon, soft glowing haze Setting: Nighttime Las Vegas strip Camera angle: Low and close, looking slightly up to enhance dramatic lighting and urban energy"
https://static.higgsfield.ai/2efca3f8-6819-4595-86ca-9537fd9fda92.mp4,"The girl is filming and walking forward inside the metro, staggering a little and filming people and looking at the camera."
https://static.higgsfield.ai/8c48b4ec-6de3-4561-a085-6deab1c42bbf.mp4,Man looks attentively to the left as he starts disgustingly eating a steak with his hands
https://static.higgsfield.ai/98f28410-8a62-47de-8fee-294a943e328b.mp4,"Woman in white dress loads a rifle, take aim, smiles and shoot."
https://static.higgsfield.ai/2c5a1481-abad-418b-ac5e-1e5b7e0c2b80.mp4,"The massive blue creature storms forward toward the viewer with furious intensity, its piercing glowing eyes locked directly ahead, radiating anger and primal dominance. Each step it takes causes the ground to tremble beneath its enormous, muscular frame. Its clenched jaw, deeply furrowed brow, and flexing claws all emphasize a sense of unrelenting rage and imminent danger. The camera rapidly pulls back while staying centered on its face and upper body, heightening the tension as the beast closes the distance at a threatening pace, filling the frame with sheer power and menace."
https://static.higgsfield.ai/aa5f1f23-e300-4ded-b2fb-25c6c731cba5.mp4,The girl gets up and starts talking on the phone.
https://static.higgsfield.ai/347ac770-d7c8-4a97-b7a8-046c2db1220e.mp4,"A man in a red blazer rises from the bed with a wide smile, grabs a bottle of whiskey, takes a deep swig straight from it, and confidently walks forward, radiating swagger and energy. cinematic shot, hip-hop vibe"
https://static.higgsfield.ai/bd6f7ad0-8228-4f65-aa49-4d36d6607457.mp4,"A determined soldier, clad in a weathered brown uniform and helmet, walks straight toward the viewer through a smoke-filled battlefield. His eyes scan intensely for threats, his face hardened with fury and resolve. Gripping his rifle tightly, he moves forward with heavy, deliberate steps, every muscle tense and ready. The camera tracks his movement from the front, smoothly matching his pace, keeping the focus locked on his fierce expression and unwavering aim. Behind him, fire blazes and fellow soldiers move in the hazy background, amplifying the chaos and urgency of the scene."
https://static.higgsfield.ai/a7b17ff2-94eb-4402-97a7-4531a8aae806.mp4,"Woman shakes her head to the music's beat, walks to the window in her room, light shines on her hair, she bites Snickers bar."
https://static.higgsfield.ai/296b0830-bfd2-43c9-af95-c0f5634c6db8.mp4,"A man walks, takes off his glasses with his left hand, smiles, people around him walk in the direction where they are looking, the glasses remain on his left hand"
https://static.higgsfield.ai/1ee08a97-d064-49b9-a067-ae2dca26080b.mp4,"Man in neon ski mask walks through a hallway with sharp head movements, people pass by closely, camera shakes realistically."
https://static.higgsfield.ai/7f38146e-42c3-44f9-a057-04f73164eebc.mp4,"An elderly Japanese man walks calmly beneath towering city overpasses, sipping coffee from a takeaway cup. The cool urban environment contrasts with his warm drink, as muted daylight filters through the overpass above. His pace is slow and steady, and he occasionally glances around at the quiet city around him."
